,source,reference,translation,metric
3686,"Potřebovala se rozvíjet nejen v aktivismu a organizování, ale musela zároveň poznat rozdíl mezi různými vrstvami zkušeností s černochy a co musíme udělat pro to, abychom se osvobodili.","She needed to develop not only in activism and organization, but also to know the difference between different layers of experience with blacks and what we need to do to liberate ourselves.","She needs to be well developed in the area of not just activism and organizing but knowing the different layers of the black experience and the black condition and what we must do to get free, to free ourselves.",0.6449177265167236
3687,"Vyplývá to z přepisů rozhovorů, které ve čtvrtek zveřejnil americký deník The Washington Post.",It results from transcripts of interviews published by the American newspaper the Washington Post on Thursday.,This has emerged from transcripts of the talks published by the US daily The Washington Post on Thursday.,-0.0200308430939912
3688,"Zapomeňte na chvíli, že slovem „příměří“ se myslí, že jeden drogový kartel ovládá pobřežní stát s drahocennými přístavy a důležité trasy, kterými putují do Spojených států drogy.","Forget for a moment that the word ""truce"" means that one drug cartel controls a coastal State with valuable ports and important routes to travel to the United States of drugs.","Forget for a minute that a state of ""calm"" is when just one cartel is in control of the coastal state with its valuable ports and drug-trafficking routes to the United States.",0.3672522902488708
3689,"Kayame dosud neví kdo byl střelcem, ale podle jeho slov patřila kulka jednomu z přítomných vojáků.","Kaya still does not know who was the scorer, but according to his words, the bullet belonged to one of the soldiers present.",Kayame still doesn't know who fired but says the bullet came from the ranks of amassed soldiers.,0.0229765940457582
3690,"Při večeři u rodinného stolu je to dobrá věc; ale zaráží mě, že v širším kontextu to představuje významné riziko.",Dinner at the family table is a good thing; But it strikes me that in a broader context this poses a significant risk.,"Around the dinner table this is surely a good thing; but it strikes me that, in a broader context, it carries significant risks.",0.4105033278465271
3691,Vysoké teploty se dnes objevily hlavně na jihu a východě Moravy.,High temperatures today appeared mainly in the south and East Moravia.,The high temperatures mainly occurred in the south and east of Moravia.,0.7502110004425049
3692,"My jsme, narozdíl od socanů, nikdy neměli korupční aféru, žádného Peltu, Kratochvílovou, Březinu.","We, unlike socanů, have never had a corrupt affair, any Peltu, a Kratochvíl, a Březinu.","Unlike the Social Democrats, we have never had any corruption scandals, no Pelts, no Kratochvílová, no Březinas.",0.5405428409576416
3693,"Hlavním cílem francouzských programátorů bylo, aby co nejvíce lidí přispívalo do aplikace svými snímky, a tím se zvyšoval počet rostlin, které aplikace dokáže rozpoznat.","The main goal of French programmers was to make as many people as possible contribute their images to the application, thus increasing the number of plants that the application can recognize.","The main goal of French programmers was to encourage as many people as possible to contribute their images to the app, thereby increasing the number of plants it can recognise.",0.1503456234931945
3694,Od té doby prošel byt o velikosti 1000 metrů čtverečních kompletní renovací.,"Since then, the apartment has undergone a size of 1000 square meters complete renovation.","Since the first viewing, the 1,000sq ft flat has had a complete overhaul.",0.3795402646064758
3695,"Nemluvě o šílené zápletce, která zahrnuje Ronalda Reagana (také pan Showalter), jehož podněcuje George H. W. Bush (velmi dobře obsazený Michael Ian Black).","Not to mention the crazy plot that includes Ronald Reagan (also Mr. Showalter), whose instigates George H. W. Bush (very well occupied by Michael Ian Black).","And there's another battily villainous plot involving Ronald Reagan (also Mr. Showalter), now abetted by George H. W. Bush (a well-inhabited impression by Michael Ian Black).",-0.4964477717876434
3696,"Mluvčí Sikorsky uvedl, že společnost nebyla žádným způsobem zainteresována v jednáních o vystavení helikoptéry na South Lawn.",The Sikorsky spokesman said the company was not in any way engage in in the helicopter exposure negotiations at South Lawn.,A spokesperson for Sikorsky said the company was not involved in arranging for the helicopter to be displayed on the South Lawn.,0.1930268555879593
3697,Toho přitom česká policie obvinila už v roce 2014 z daňových úniků a stíhá ho na útěku.,"In the year 2014, the Czech police accused him of tax evasion and prosecutes him on the run.",However the Czech police accused him of tax evasion in 2014 and has been pursuing him in absentia.,-0.0325849875807762
3698,"V továrně pracuje více než 500 zaměstnanců, kteří vyrábějí kromě jiných produktů i sušenky Hobnob a Rich Tea.",There are more than 500 employees in the factory who produce Hobnob and Rich Tea biscuits among other products.,"More than 500 people work at the plant, which produces Hobnobs and Rich Tea biscuits, among other products.",0.461362212896347
3699,"Výzkumníci pokračují ve studiu zvířete a pátrají po dalších poznatcích o jeho životě, včetně zachovalého obsahu žaludku, aby vypátrali jeho poslední jídlo.","Researchers continue to study the animal and searching after further knowledge of his life, including the preserved contents of the stomach to vypátrali his last meal.","Scientists are continuing to study the animal for clues about its life, including its preserved gut contents to find out what it ate for its last meal.",0.8033742308616638
3700,"Rodina ho urychleně dopravila do nemocnice, tam se však jeho blízcí dozvěděli strašnou zprávu - podle lékařů neměl šanci přežít.","The family brought him to the hospital swiftly, but his loved ones learned a terrible message-doctors did not have the chance to survive.","His family quickly took him to the hospital, but his relatives learned terrible news there - the doctors said he had no chance to survive.",0.1692687273025512
3701,Střelci poté nastoupili do jeho vozu a nedaleko od místa činu jej nabourali.,The Gunners then stepped into his car and hacked him near the scene.,The gunman drove away in his car and crashed it nearby.,0.2440039366483688
3702,Zástup přihlížejících vybuchl v radost.,The crowd of bystanders burst into joy.,The rally erupted in cheers.,-0.4493267238140106
3703,"""Do přenesených dat by se vešlo desítky miliónu fotografií,"" upřesnila podrobnosti ředitelka mobilního segmentu v O2 Silvia Cieslarová.","""The transferred data would fit tens of millions of photos,"" details the director of the mobile segment in O2 Silvia Ronald.","""Tens of millions of photographs were transferred with the data,"" said Silvia Cieslarová, director of the O2 mobile department.",0.1587521284818649
3704,Hnutí Děti Země-Klub za udržitelnou dopravu z Brna totiž podalo rozklad.,Movement Children of Earth-Club for sustainable transport from Brno was decomposition.,"Děti Země, an organisation from Brno fighting for sustainable transport, has put a halt on the works.",0.1257732957601547
3705,"I když je v obchodě pouze ženská obsluha, to aby se ženy neostýchaly požádat o pomoc, neznamená to, že by sem mužská noha nezavítala.","Even if there's only a woman's service in the shop, women neostýchaly to ask for help doesn't mean that a man's leg won't come here.","Even though only women work in the shop, so that women do not hesitate to ask for help, that doesn't mean that men can't step foot in it.",-0.7329034209251404
3706,Po jejich zamítnutí se rozhodlo napadnout soutěž u Úřadu pro ochranu hospodářské soutěže ÚOHS.,"After their refusal, they decided to contest the competition at the Office for the Protection of competition ÚOHS.","After their rejection, they decided to contest the outcome with the ÚOHS Úřadu pro ochranu hospodářské soutěže (Office for the Protection of Competitions).",0.0956100076436996
3707,Islamisté dostali ve Velké Británii doživotí za přípravu atentátu.,Islamists have been given life for assassination in the United Kingdom.,Islamists receive a life sentence in the UK for planning an attack.,0.5236059427261353
3708,Mláďata všech tří druhů se v zoo živí myšími holaty.,The chicks of all three species feed in the zoo with mice holaty.,The young of all three species are fed with mice in the zoo.,0.3044827878475189
3709,"Tato scéna je naštěstí pouhou rekonstrukcí událostí, ke kterým došlo 22. července.","Fortunately, this scene is simply a reconstruction of the events that occurred on 22. July.","Fortunately, this horrific scene, which played out on July 22, is just a reenactment.",0.2300592064857483
3710,Současná vedra v Česku budou podle ČHMÚ postupně odeznívat a v neděli by mohly přijít i výraznější deště.,The current heat in the Czech Republic will be gradually odeznívat according to Chmi and more significant rains could come on Sunday.,"According to the Czech Hydrometeorological Institute (ČHMÚ), the current heat in the Czech Republic will fade erode and there could be heavy rain on Sunday.",0.3431200087070465
3711,Hvězdný basketbalista Stephen Curry se navzdory zpackanému prvnímu odpalu při premiérovém startu mezi profesionálními golfisty neztratil.,The star basketball player Stephen Curry did not lose himself despite Zpackanému's first swing in the premiere launch among professional golfers.,"Despite messing up his first shot, star basketball player Stephen Curry made it through the first round between professional golfers.",0.3032225966453552
3712,"Podle aktivistů za lidská práva bylo od roku 1969 zabito více než 500 000 Papuánců a tisíce dalších bylo znásilněno, trýzněno a uvězněno indonéskou armádou.","According to human rights activists, more than 500 000 Papuánců have been killed since 1969, and thousands of others have been raped, trýzněnoed and imprisoned by the Indonesian army.","According to rights activists, more than 500,000 Papuans have been killed, and thousands more have been raped, tortured and imprisoned by the Indonesian military since 1969.",0.4349452257156372
3713,"Vůbec o tom nepřemýšlím, vždyť my v té vládě asi ani nebudeme, nikdo s námi nechce spolupracovat, i když nevím, co tak hrozného jsem udělal.","I don't think about it, because we don't think we'll even be in that government, nobody wants to work with us, even if I don't know what I've done.","I'm not thinking about it at all. We will probably will not end up in government. Nobody wants to cooperate with us, even though I do not know what I've done that's so terrible.",0.3738837242126465
3714,Policie obvinila tři muže ze založení středečního požáru vzácného dřevěného kostela v Třinci-Gutech na Frýdecko-Místecku.,The police accused three men of establishing a Wednesday fire of a rare wooden church in Třinec-Gutech on Frýdek-Místek.,"The police have charged three men with the setting up fire to a precious wooden church in Třinec-Guty, Frýdek-Místek on Wednesday.",0.3385983407497406
3715,"Podle oficiálních čísel o vývoji platební bilance pak Čína za loňský rok měla v turismu deficit 217 miliard dolarů, což se rovná 44 procentům celého čínského přebytku v obchodu se zbožím.","According to the official figures on balance-of-payments developments, China had a deficit of 217 billion in tourism in the last year, equivalent to 44 percent of China's entire surplus in trade in goods.","According to the official figures for the development of the balance of payments, last year China had a deficit of 217 billion dollars in terms of tourism, equivalent to 44 percent of the entire Chinese surplus in commodities trading.",-0.3262849152088165
3716,"""Nemůže jako čtvrtá instance posuzovat skutková nebo právní pochybení, kterých se údajně dopustily obecné soudy, jestliže nepředstavují porušení ústavně chráněných práv a svobod,"" stojí v usnesení.","""It cannot, as a fourth instance, assess the factual or legal misconduct allegedly committed by the general courts, if they do not constitute a violation of constitutionally protected rights and freedoms,"" it stands in a resolution.","""It cannot assess the factual or legal misconduct allegedly committed by the ordinary courts for a fourth time if it does not constitute a violation of constitutionally protected rights and freedoms,"" the resolution states.",-0.1103134378790855
3717,Šéf EPA Scott Pruitt o odkladu plánovaných směrnic ke snížení emisí Obamovy administrativy,Head of EPA Scott Pruitt on deferral of planned guidelines to reduce emissions of the Obama administration,EPA Chief Pruitt Backtracks on Delaying Obama-Era Rules to Reduce Emissions,0.17495197057724
3718,"Také podle dalšího nájemníka, jehož citovala agentura Reuters, oheň vypukl v nejvyšších patrech a šířil se dolů s padajícími žhavými troskami.","Also, according to another tenant quoted by Reuters, the fire broke out on top floors and spread downward with falling hot debris.","Moreover, according to another tenant quoted by Reuters, the fire broke out on the top floors and spread downwards, with glowing debris falling down.",-0.332274854183197
3719,V současné době probíhá na místě původního tábora archeologický výzkum.,There is currently an archaeological research in the place of the original camp.,Archaeological research is currently taking place on the site of the original camp.,0.3111354410648346
3720,"Neléčitelná nemoc, která postihuje až 1,3 milionu obyvatel USA a 300 000 pacientů ve Velké Británii, způsobuje bolesti břicha a krvavé průjmy, ztrátu hmotnosti a extrémní únavu.","An incurable disease that affects up to 1.3 million U.S. residents and 300 000 patients in the UK, causes abdominal pain and bloody diarrhea, weight loss and extreme fatigue.","The incurable condition, which affects around 1.3 million in the US and 300,000 in the UK, causes stomach cramps and bloating, recurring or bloody diarrhea, weight loss and extreme tiredness.",0.2265077382326126
3721,"Kdybyste se stal premiérem, změníte personální poměry v dozorčí radě a vyměníte vrcholový management ČEZ?","If you become prime minister, you change the staffing conditions on the supervisory board and change the top management of ČEZ?","If you become prime minister, will you change the proportions of personnel in the supervisory board and will you change the top management of ČEZ?",-0.3160350024700165
3722,Stínová ministryně zdravotnictví Sharon Hodgsonová řekl: ‚Začátek zkušebního období PrEP je vítanou a dlouho očekávanou změnou po měsících odkladů a zdržování ze strany vlády.,The shadow Minister of Health Sharon Hodgsonová said: ' The beginning of PrEP's trial period is a welcome and long-awaited change after months of delay and delay by the government.,Shadow public health minister Sharon Hodgson said: 'The start of the PrEP trial is welcome and long overdue after months of delays and heel-dragging by the Government.,0.2470458298921585
3723,"Celá rozvětvená rodina se semkla, aby Karlovi usnadnila život.",The whole branched family Semkla to help Karl make his life easier.,The whole branch of the family has come together to make life easier for Karel.,0.3814202547073364
3724,Tramvajové koleje vysoké teploty zatím nijak vážně nepoškodily.,The tram tracks of high temperatures have not been seriously damaged.,The tram tracks have not been seriously damaged by the high-temperatures.,0.4476853609085083
3725,"S úšklebkem mi poradil, k čemu je onen papír s labyrintem čar vhodný.","With grin, he told me what the paper with the labyrinth of lines was suitable for.","With a grin, he advised me what the labyrinthine paper was suitable for.",-0.3836790323257446
3726,"Banka uvedla, že překročení relativní ke 2 % cíli bylo „zcela“ v důsledku slabé libry.","The bank said that the crossing relative to the 2% target was ""completely"" due to the weak pound.","The Bank said the overshoot relative to its 2% target was ""entirely"" down to the weak pound.",0.7072656750679016
3727,A s odlivem zákazníků zkrachuje celá společnost.“,"And with the outflow of customers goes bankrupt the whole company. ""","And when you lose customers, you're going to lose companies.""",-0.7281400561332703
3728,"Pokud cítíte, že tady něco nehraje, ruce pryč.","If you feel something's not playing here, hands off.","If it smells wrong, stay away.",-0.2746359407901764
3729,"Pod prohlášením umělkyně na jedné ze stěn galerie volá Manningová svým obrovským podpisem (písmeno „i“ v příjmení je vytečkované srdcem) po konci„samočinného frakcionářství, jež se zakládá na pohlaví, rase, sexualitě a kultuře“.","Under the declaration of an artist on one of the walls of the gallery, Manning calls his huge signature (the letter ""I"" in the surname is dotted with the heart) after the end of the ""automatic factionalism based on gender, race, sexuality and culture"".","In an artist statement written on the gallery's wall, Manning's super-sized signature below it (the ""i"" in her last name dotted with a heart), called for an end to the ""automatic factionalism that gender, race, sexuality, and culture have been the basis of.""",-0.0141594484448432
3730,"Naposledy jí padl do náruče její bývalý milenec Michal Dlouhý, s nímž žila tři roky.","She had last fallen into her arms, her former lover, Michal Long, with whom she had lived for three years.","Last time, her former lover Michal Dlouhý, who lived with her for three years, fell into her arms.",-0.3000067770481109
3731,"„Tři nebo čtyři dny jsou hráči pod velkým stresem a je to pro ně velmi vyčerpávající,“ řekl Mora.","""Three or four days players are under great stress and it is very exhausting for them,"" said Mora.","""We're putting this enormous load on them for three or four days and it's very challenging,"" Mora said.",0.1458452045917511
3732,"""Chci hrát příště lépe a teď, když jsem se zbavil trémy, to snad půjde,"" uvedl nadšený golfista, jenž už v minulosti hrál na turnajích celebrit i smíšených soutěžích pro amatéry a profesionály.","""I want to play better next time, and now that I get rid of fright, I hope so,"" said the enthusiastic golfer, who had already played in celebrities ' tournaments and mixed competitions for amateurs and professionals in the past.","""I want to play better next time, and now that I've got rid of the nerves, it might work,"" said the enthusiastic golfer, who had played in celebrity tournaments in the past, as well as mixed amateur and professional competitions.",-0.2888376116752624
3733,"I když se nedařilo, chodilo hodně lidí.","Even though it was not successful, a lot of people went.","Even when things were going badly, a lot of people would come.",0.1584368497133255
3734,"V rozhovoru pro deník Washington Post Hoganova mluvčí Amelia Chasseová bránila guvernéra s tím, že blokování komentářů proběhlo z pozice moderování příspěvků.","In an interview with the Washington Post Hoganova, the spokesman Amelia Chasseová defended the governor, saying that the blocking of comments took place from the post moderation.","In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.",-0.2036958336830139
3735,"Podle aktuálních čísel programu FBI k hlášení nenávistných činů došlo v roce 2015 v Missouri ke stovce případů nenávistného chování, což dosazuje stát na šestnácté místo mezi všemi státy.","According to the current numbers of the FBI's hate-reporting program, in 2015, Missouri, a hundred cases of hate behavior occurred, bringing the state to sixteen places among all states.","Missouri recorded 100 hate crimes in 2015, according to the latest figures from the FBI's hate crime reporting program, ranking the state at 16th in the country in terms of the number of such violations.",0.1277399659156799
3736,"Ve státě Colorado jeden pekař čelí antidiskriminační žalobě a vysoké pokutě, protože odmítl upéct dort na homosexuální svatbu.","In the state of Colorado, one Baker faced an anti-discrimination lawsuit and a high fine, because he refused to bake the cake for a gay wedding.","In Colorado, one baker is facing an anti-discrimination lawsuit and a high fine because he refused to bake a cake for a homosexual wedding.",0.431465744972229
3737,Po dokončení prací je dinosaurus připraven k odhalení.,After completion of the work the dinosaur is ready for detection.,"After all that hard work, the finished result is now ready to be unveiled.",0.1157589852809906
3738,"Frančízu by mohly nastartovat momenty náhodného šílenství, jako třeba navrátivší se série „Seven Up“, dokud nedosáhne toho, co předpokládám, že bude logické rozuzlení: „Wet Hot American Summer: Twenty Years Later,“ kdy se v poslední scéně celá skupina vydá na premiéru „Léta k nepřežití“.","Frančízu could start the moments of random madness, such as Navrátivší with a series of ""Seven Up"" until it reaches what I presume will be logical by the Magic: ""Wet hot American Summer: Twenty years Later,"" when in the last scene the whole group embarks on ""Years to survive"".","It's the moments of random lunacy that might power this franchise on, like a kind of recursive ""Seven Up!"" series, until it reaches what I assume will be its logical conclusion: ""Wet Hot American Summer: Twenty Years Later,"" whose last scene will have the gang going to see the movie premiere of ""Wet Hot American Summer.""",-0.1660772860050201
3739,"Některé její pořady proti mě vedou permanentní účelovou kampaň, ale já nemám a nebudu mít žádnou kompetenci někoho vyhazovat.","Some of her shows are leading a permanent purpose campaign against me, but I don't have any competence to throw someone out.","Some of its shows have a permanent campaign against me, but I do not have and will not have any authority to get rid of it.",0.0748710855841636
3740,"„A jakmile začnete ztrácet zaměstnance, přijdete o zákazníky.","""And as soon as you start losing your employees, you will lose your customers.","""And if you lose people, you're going to lose customers.",-0.0711122900247573
3741,"Gobai tvrdí, že obyvatelé Paniai, stejně jako ostatní Papuánci, považují svůj hlas za „dluh“, jenž musí Jokowi splatit.","Gobai argues that the inhabitants of Paniai, like the other Papuans, regard their vote as ""debt"", which must Jokowi repay.","Gobai says the Paniai people, like other Papuans, consider their vote to Jokowi as a ""debt"" he must repay.",-0.3694958686828613
3742,"PSG se jasně vyjádřila v tom smyslu, že za žádných okolností nepovolí odchod italského reprezentanta. Je tedy možné, že Barcelona za své troufalé jednání nyní s odchodem Neymara polyká hořkou pilulku.",PSG has made a clear voice in the sense that it will not allow the departure of Italian representative under any circumstances. It is therefore possible that Barcelona for its presumptuous negotiations now with the departure of Neymar swallows a bitter pill.,"PSG made it clear that they would not allow the Italy international to leave under any circumstances, and Barcelona could well be feeling the repercussions of that interest by losing one of their prize assets in Neymar.",-0.0323906950652599
3743,Díky úžasně dochovanému stavu fosílie mohl dr. Mitchell a mezinárodní tým vědců zdokumentovat vzorce a tvar šupin a brnění po celém těle.,"Thanks to the amazingly preserved state of fossils, Dr. Mitchell and the international team of scientists could document the patterns and shape of scales and armor throughout the body.",The amazing preservation of the specimen made it possible for Dr Mitchell and an international team of scientists to document the pattern and shape of scales and armour across its body.,0.2620025277137756
3744,"""Co takhle odmontovat tu krabičku?"" mínila žena vymontování baterie.","""How about dismantling the box?"" the woman said the battery.","""What about removing the box?"" my wife hypothesised over the extrication of the battery.",-0.3987532258033752
3745,"Ministerstvo obrany, které jeho zpracování dostalo za úkol od vlády, si od něj slibuje, že se tak podaří zvýšit fyzickou zdatnost Čechů i jejich schopnosti, které by pak mohl stát využít při krizových situacích.","The defence ministry, which was given the task of the Government, promises to increase the physical prowess of Czechs and their abilities, which could then be used in crisis situations.","The Ministry of Defence, which has been assigned the role by the government, promises to improve the physical fitness and capabilities of the Czechs, so that they could then be used in crisis situations.",-0.0256240293383598
3746,"„Je obtížné spočítat počet obětí, protože k incidentům dochází každý týden,“ řekl Andreas Harsono, indonéský výzkumný pracovník organizace Human Rights Watch.","""It is difficult to count the number of casualties, because the incidents occur every week,"" said Andreas Harsono, an Indonesian research fellow at Human Rights Watch.","""It's difficult to count the number of victims as incidents happen every week,"" says Andreas Harsono, Indonesia researcher for Human Rights Watch.",0.0877982974052429
3747,"Jak říká, několik let poté stále žije ve strachu.","As he says, several years later he still lives in fear.","He says that years later, he still lives in fear.",-0.389284998178482
3748,Nechte toho lidi!“,"Stop the People! ""","Just let it go, guys!""",0.860937774181366
3749,"Tak vypadá typická česká dovolená v Chorvatsku poté, co mohou zákazníci využívat služby tamních operátorů za domácí ceny.","This is the typical Czech holiday in Croatia, after customers can use the services of local operators for domestic prices.",This is how a typical Czech holiday in Croatia looks now that customers can use services by local operators as part of their home tariffs.,-0.5757121443748474
3750,"Následovala koupě internetové domény a hledání vhodného prostoru, jež šlo paralelně s různými vizualizacemi interiéru.","It followed the purchase of an Internet domain and the search for a suitable space, which was parallel with various visualizations of the interior.",The next step was to purchase the internet domains and look for a suitable space that would work in parallel with the various visualisations of the interior.,0.1391070485115051
3751,"Vyřazením dvou tréninků v jeden den chce NCAA odlehčit hráčům - paradoxně jsou tím tréninkové dny ještě delší - alespoň tedy do pátku, kdy končí závěrečné zkoušky.","By decommissioning two workouts in one day, the NCAA wants to lighten the players – paradoxically, the training days are even longer – at least until Friday when the final exam ends.","The NCAA's elimination of two-a-day practices, designed to lighten the load on players, has actually lengthened their days - at least until finals end Friday.",0.0435586720705032
3752,"V periodiku Noroeste z něj byl prakticky veterán, když se v roce 2003 rozhodl prodat své akcie v hodnotě 50 $ a založit spolu s pěti kolegy Riodoce.","In periodical Noroeste was practically a veteran, when in 2003 decided to sell his shares worth $50 and found together with five colleagues Riodoce.","He was a veteran reporter for Noroeste in 2003 when he joined five colleagues in creating Riodoce, selling $50 shares.",-0.1776892244815826
3753,„Dva dny jsem nevyšel z domu.“,"""I didn't come out of the house for two days.""","""I have been hiding in my house for two days.""",0.8447625041007996
3754,"Na místo vyjely desítky hasičů, pomáhal i vrtulník.","In place vyjely Dozens of firefighters, also helped helicopter.","Dozens of firefighters arrived on the scene, assisted by a helicopter.",-0.4645515978336334
3755,Vůdce skupinky - muž středního věku v pruhovaném obleku - dlouze potáhl z cigarety a zahleděl se na čelní sklo automobilu.,The leader of the group-a middle-aged man in a striped suit-took a long haul of cigarettes and stared at the windshield of the car.,The leader of the mob - a middle aged man in a pinstriped suit - took a long drag on his cigar and peered through the windshield.,-0.0368351116776466
3756,Proexportní agentura ministerstva průmyslu a obchodu CzechTrade vypsala v dubnu veřejnou zakázku na čtyřleté zajišťování redakčního obsahu pro portál BusinessInfo.,The export agency of the Ministry of Industry and Trade CzechTrade announced in April a public contract for four years providing editorial content for the portal BusinessInfo.,"The export agency of the Ministry of Industry and Trade, CzechTrade, announced a public tender for the four-year provision of editorial content for BusinessInfo in April.",0.7745532393455505
3757,Odbory požadují ujištění od manažerů výrobce sušenek McVitie's o dlouhodobém závazku výroby v továrně v Glasgow.,Unions require assurance from the managers of the McVitie's biscuit manufacturer about the long-term commitment of production at the Glasgow factory.,A union is seeking reassurance from managers at biscuit maker McVitie's over its long-term commitment to production at its factory in Glasgow.,-0.5011113882064819
3758,Druhý pak byl vibrátor pro páry We-Vibe.,The second was a vibrator for the pairs of We-Vibe.,The second was the We-Vibe vibrator for couples.,0.3665722012519836
3759,"Věří, že k jeho smrti přispěla dvě pochybení.",He believes that two misconduct has contributed to his death.,He believes two errors contributed to the killing.,0.3836912810802459
3760,"Dva zasloužilí novináři hovoří o tom, co by bylo bezpečnější: brát své děti s sebou do kanceláře, na kterou někdo v roce 2009 zaútočil granátem, nebo je nechat doma.","Two deserving journalists talk about what would be safer: taking their children with them to an office that someone attacked a grenade in 2009, or left them at home.","Two senior journalists discuss what feels safer: to take their children with them to the office, which was the target of a grenade attack in 2009, or to leave them at home.",0.1979934275150299
3761,"Způsobeno je to mimo jiné tím, že i přes všechny své globální aspirace nevítá Čína cizince zrovna s otevřenou náručí, hodnotí situaci v nejlidnatější zemi světa profesor ekonomie z pekingské univerzity Christopher Balding v článku pro agenturu Bloomberg.","This is due, among other things, that despite all of its global aspirations, China does not welcome foreigners with open arms, assesses the situation in the world's most populous country, professor of economics from Beijing University's Christopher Balding in an article for Bloomberg.","Among other things, this is due to the fact that, despite all its global aspirations, the Chinese Foreign Minister does not welcome foreigners with open arms. At least this is how Christopher Balding, Professor of Economics at Beijing University, assessed the situation in the most populous country of the world in an article for Bloomberg.",-0.2269379049539566
3762,"Platí to jak o nynější parlamentní komisi k únikům z vyšetřovacích spisů, tak u lex Babiš.",This applies both to the current parliamentary Commission on the evasion of the investigative files and to the Lex Babiš.,This applies both to the current parliamentary commission on leaks from investigation files and Lex Babiš.,0.1657389551401138
3763,"Svoboda projevu, nesouhlas a zastrašování leží v samotných základech našeho národa.","Freedom of speech, disagreement, and intimidation lie in the very foundations of our nation.","Freedom of speech, dissent and discourse lie at the very foundation of our nation.",0.597026526927948
3764,"Podle Savova stojí za jeho kriminalizací šéf hnutí ANO Andrej Babiš, pod jehož vliv spadá vydavatelství Mafra.","According to Savova, it is worth his criminalisation head of the movement Yes Andrei Babiš, under whose influence the publishing house Mafra.","According to Savov, the person behind his criminalisation is head of the ANO movement, Andrej Babiš, whose sphere of influence includes the Mafra publishing house.",0.1311907321214676
3765,"Jeho argumentace komisní úřednici, že dospělí si mýt ruce zpravidla umí a že netřeba piktogramů, aby zvládli onu zvyklou činnost slušných lidí, neměla hojivý účinek a stála jej nemalé peníze.","His argument to the Commission úřednici that adults usually wash their hands, and that the need for pictograms to master the accustomed activity of decent people had no healing effect and cost him a little money.","The argument he submitted to the committee official was that adults usually wash their hands and that there is no need for pictograms to explain a habitual procedure carried out by decent people. It did not have the desired effect on her, however, and cost him a lot of money.",0.1880664825439453
3766,"Například v Salvadoru je nyní za mřížemi asi 20 žen, které si za přerušení těhotenství odpykávají až třicetileté tresty vězení.","For example, in El Salvador, there are now about 20 women in bars who serving up to thirty years of prison sentences for interruption of their pregnancy.","In El Salvador, for example, about 20 women are currently behind bars, serving prison sentences of up to 30 years for the termination of their pregnancies.",-0.7874323129653931
3767,"„Potřebuje čas, ale je zkušený, inteligentní a má geniální myšlení - přemýšlí fotbalově,“ řekl Mourinho.","""He needs time, but he's experienced, intelligent and has genius thinking – he thinks football,"" Mourinho said.","""He needs time but his experience, intelligence, a genius in the way he thinks - he thinks football,"" Mourinho said.",0.1193634942173957
3768,Jeden z příslušníků proti němu obrátil svou zbraň a z bezprostřední blízkosti spustil palbu.,One of the members turned his weapon against him and opened fire from the immediate vicinity.,"One of the members turned his weapon against him, firing a shot from the immediate vicinity.",0.4765937924385071
3769,"Kritiky se dočkala také lékařská metoda určení věku, která zahrnuje rentgen zubů moudrosti a MRI sken kolenních kloubů, jež následně posuzují zubaři a rentgenologové.","Critics also received a medical method of determining the age, which includes x-rays of wisdom teeth and an MRI scan of knee joints, which are then judged by dentists and rentgenologovés.","The method of medical age assessment, which consists of taking X-rays of wisdom teeth and MRI scans of knee joints, then having dentists and radiologists analyse them, has also been criticised in some quarters.",-0.0804842412471771
3770,"Při zásahu byla zatčena čtyřčlenná posádka lodi, kterou tvoří zřejmě lidé z Litvy a z Lotyšska.","During the intervention, the plays in four crew of the ship, apparently made up of Lithuanian and Latvian people, was arrested.","The four-man crew was arrested during the siege, and was apparently formed of Lithuanian and Latvian people.",0.1905081570148468
3771,"Celé Lotyšsko sleduje hokej, spolu s basketbalem je to národní sport.","The whole of Latvia is watching hockey, along with basketball it's a national sport.","All of Latvia follows ice hockey, it's the national sport along with basketball.",0.4450664520263672
3772,"Seznam, na který se dostal, ale bohužel patří unikátním stavbám, kterým hrozí zánik.","The list he's gotten to, but unfortunately it belongs to the unique buildings that are in danger of extinction.","Unfortunately, the list it belongs to is that of unique buildings that are in danger of collapse.",-0.2284874618053436
3773,"A pak je zde sexuální robotická žena Roxxxy Gold společnosti True Companion, která je dodávána s předem naprogramovanými osobnostmi, včetně „frigidní Farrah“, která se vyznačuje stydlivou povahou a „divoké Wendy“ s „dobrodružnou“ povahou.","And then there is the sexual robotic woman Roxxxy Gold company True Companion, which comes with pre-programmed personalities, including ""frigid Farrah"", which is characterized by a shy character and ""wild Wendy"" with an ""adventurous"" nature.","Then there are the Roxxxy Gold sex robots, developed by True Companion, which come with pre-programmed personalities, including ""Frigid Farrah"" that gives the impression of shyness and ""Wild Wendy"" with an ""adventurous"" personality.",0.4802555441856384
