source,reference,translation,metric
Yamane says that the fugitive has a quiet and kind nature.,"Jae sanoo, että karkuri on hiljainen ja ystävällinen luonne.",Yamane kuvailee karkuria hiljaiseksi ja lempeäksi.,-1.4515259963299139
Tommi from Vantaa says it was a miracle that their family survived the car accident on Tuesday.,"Tommi Vantaalta kertoo, että heidän perheessään oli ihmeselviytyi auto - onnettomuudessa tiistaina.",Vantaalainen Tommi kertoo hänen perheensä selvinneen tiistaina ihmeen kaupalla auto-onnettomuudessa.,0.06916209938785785
The numbers have increased this time and a horse has even been seen grazing on the parkland.',"Luvut ovat kasvaneet ja tällä kertaa hevonen on edes nähty laiduntaminen parkland "".","”Heitä on aiempaa enemmän, ja he ovat jopa laskeneet hevosen laiduntamaan puistoon.”",-1.2898119411840219
"It was annoying, as it took a lot of time training and preparation.""","Se jäi harmittamaan, sillä se vei paljon aikaa harjoitteluun ja valmisteluun "".","Se ärsytti, sillä valmistautuminen ja treeni vei paljon aikaa.",-0.45452365077963963
People are often uncertain of what liquids they can carry or how much of them.,"Ihmiset ovat usein epävarmoja siitä, mitä he voivat kuljettaa nesteitä tai kuinka paljon niistä.","Matkustajat eivät useinkaan tiedä, mitä nesteitä lentokoneeseen saa viedä ja kuinka paljon.",-0.7432045900882513
"Without information on the killers, without justice, the meeting to discuss security, says Ibarra, is of little use.","Ilman tietoa, ilman lääkkeitä, kokoukseen keskustelemaan turvallisuuteen, kertoo Ibarra, on vain vähän hyötyä.","Ibarran mukaan turvallisuuskokouksesta on vain vähän hyötyä, koska tappajat eivät ole tiedossa eikä ole toivoa oikeudesta.",-0.22030660504811966
She is in the negotiation team of parliamentary groups of parties represented in the Government that discussed the reform of the Alcohol Act.,Hän on joukkueen neuvottelevien puolueiden eduskuntaryhmien edustajat keskustelivat hallitusta uudistamaan alkoholilakiin.,"Hän on hallituspuolueiden eduskuntaryhmien neuvotteluporukassa, joka otti kantaa alkoholilain uudistukseen.",0.42158593220101304
Interpol distributed the list to the security authorities of all European countries in May.,Interpol jakanut lista kaikkien EU - maiden turvallisuusviranomaisille toukokuussa.,Lista jaettiin Interpolin toimesta kaikille Euroopan maiden turvallisuusviranomaisille toukokuussa.,1.5442438197897528
"Michael Phelan, a deputy commissioner of the Australian Federal Police, says that this was one of the most professional plans ever witnessed in Australia.","Michael Phelan, varavaltuutettu Australian liittovaltion poliisi kertoo, että tämä oli yksi kaikkein aikojen ammattilaissuunnitelmia Australiassa.","Australian liittovaltion apulaiskomissaari Michael Phelan sanoo, että terroristien suunnitelma oli yksi ammattimaisimmista suunnitelmista, mitä Australiassa on koskaan tehty.",0.198443093426521
"Nicholas Haysom, acting head of the U.N. Assistance Mission said hundreds of women are running in provincial council elections, three women are running for vice president and more than 30 percent of the newly-registered voters are women.","Nicholas Haysom toimii, päällikkö sanoi YK:n avustusoperaatiota sadat naiset juoksivat maakuntavaltuuston vaaleissa on kolme naista varapresidentiksi ja yli 30 prosenttia uusista äänioikeutetuista on naisia.","YK:n avustuslähetystön väliaikainen johtaja Nicholas Haysom totesi, että maakuntaneuvostojen vaaleissa on ehdolla satoja naisia, kolme naista pyrkii varapresidentiksi ja yli 30 prosenttia hiljattain rekisteröityneistä äänestäjistä on naisia.",0.27820957148082853
"Americans loved George Washington, but it didn't take long for newspapers to start slamming him on everything from domestic policy to his political principles.","Amerikkalaiset rakasti George Washington, mutta sitä ei kauan lehdet alkavat lyödä häntä kaikesta kotimaisesta politiikasta poliittiset periaatteet.","Amerikkalaiset rakastivat George Washingtonia, mutta sanomalehdet alkoivat pian arvostella häntä kaikesta mahdollisesta kotimaan politiikasta aina hänen poliittisiin periaatteisiinsa.",0.6930328646700598
He emphasised that all money borrowed is something our children have to pay back.,"Hän korosti, että kaikki raha on lainattu lapsemme joutuvat maksamaan takaisin.","Virtanen korosti, että kaikki velka on velkaa lapsilta.",-0.2524400576943525
Those present also gave excellent advice to divers.,Paikalla olijat antoivat myös erinomaisia neuvoja sukeltajalle.,Paikallaolijat opastivat myös sukeltajia erinomaisesti.,0.43271375297177184
What's unique about this one is that it's a garage-style lift-up door.,"Mikä on ainutlaatuista tässä on se, että talli - tyyli - hissin ovea.","mutta Joannen keittiössä on ainutlaatuista se, että ovi nostetaan ylös samalla tavalla kuin autotallin ovi.",-0.5692932959617615
"Currently, each person about to change their gender is required to have a psychiatric diagnosis and a certificate of their inability to reproduce.",Tällä hetkellä jokainen ihminen muuttaa sukupuoltaan ei tarvitse olla psykiatrista diagnoosia ja todistuksen lisääntymiskyvyttömyydestä.,Tällä hetkellä jokaiselta sukupuoltaan korjaavalta vaaditaan psykiatrista diagnoosia ja todistusta lisääntymiskyvyttömyydestä.,1.7527885607967593
"It is expected that there will be different requirement levels, depending on whether an employee is an investment advisor or a seller of investment products.","Odotettavissa on, että tulee erilaisia vaatimuksia, riippuen siitä, missä työntekijä on sijoitusneuvojana tai myyjäisiä sijoitustuotteita.","Tähän tulee varmasti eri vaatimustasoja riippuen siitä, onko kyse sijoitusneuvonnasta vai tuotteiden myynnistä.",-0.49891189081418524
"In its press release issued on Thursday, the Royal Court announced that Prince Henrik does not want to be buried in the Roskilde Cathedral.","Antamassaan tiedotteessa torstaina kuninkaallinen hovi ilmoitti, että prinssi Henrik ei halua olla haudattuna Roskilden katedraaliin.","Kuningashuone on tänään ilmoittanut, että prinssi Henrik ei halua tulla haudatuksi Roskilden tuomiokirkkoon, hovi toteaa tiedotteessaan torstaina.",0.3370167945185733
or they become harmful rather than useful.,Tai ne ovat haitallisia kuin hyödyllisiä.,Muuten niistä on helposti enemmän haittaa kuin hyötyä.,-1.4005527345797484
The two men who piloted the plane may be indicted for negligent homicide.,"Kaksi miestä, jotka luotsaama kone saattaa huolimattomasti syytetään kuolemantuottamuksesta.",Konetta lentäneet kaksi miestä voivat saada syytteen kuolemantuottamuksesta.,0.300782041907983
"""Current and former Trump officials say Trump can react volcanically to negative press clips, especially those with damaging leaks, becoming engrossed in finding out where they originated.","""Trump nykyiset ja entiset virkamiehet sanovat, että Trump voi reagoida negatiivisesti Lehtivuori ovat erityisesti haitallisia vuotoja, tulossa engrossed löytää sieltä ulos.","”Trumpin nykyiset ja entiset työntekijät sanovat, että hän voi raivostua suunnattomasti lehtileikkeistä, joissa häntä arvostellaan – etenkin jos niissä kerrotaan haitallisista tietovuodoista. Silloin hänen on aivan pakko saada tietää, mistä tiedot ovat peräisin.",-0.9045212230076599
Russia showed a bitter response to the new economic sanctions approved last week by the US Congress and signed by Trump on Wednesday.,Venäjä näytti katkeraa uusiin talouspakotteista hyväksyi viime viikolla Yhdysvaltain kongressissa ja allekirjoittanut Trump keskiviikkona.,Yhdysvaltain kongressin viime viikolla hyväksymiin ja Trumpin keskiviikkona allekirjoittamiin uusiin talouspakotteisiin reagoitiin Venäjällä kitkerästi.,1.1065100174324312
Records indicate that HMX-1 inquired about whether the event might violate the provision.,"Tiedot kertovat, että HMX - tiedustelleet, onko tapahtuma saattaa rikkoa.","Asiakirjojen mukaan HMX-1 tiedusteli, rikkooko tapahtuma lakia.",-0.7167828904328309
At issue is an Oct. 1 deadline for states to begin meeting 2015 standards for ground-level ozone.,Kyseessä on Oct. 1 sanotaan aika aloittaa kokous 2015 normien alailmakehän otsonia.,Osavaltioiden tulisi alkaa noudattaa maanpinnan otsonia koskevaa vuoden 2015 vaatimustasoa 1.10. alkaen.,-1.414126987399781
That was when she received an email from Paper Magazine.,"Se oli silloin, kun hän sai sähköpostia Paper Magazine.",Sitten taiteilija sai sähköpostia Paper Magazine -lehdeltä.,0.9859427696448056
"Now, the line of cars is moving slowly"", said Johannes Rebane from Estonia waiting for embarkation at the Port of Helsinki at 7:30 pm.","Nyt linja - autoja liikkuu hitaasti "", sanoi Johannes Rebane Virosta odotellaan Satamaihinnoususta Helsingistä kello 7: 30 pm.","Nyt autojono liikkuu hieman, Helsingin satamassa laivaan pääsyä odotteleva virolainen Johannes Rebane kertoi klo 19.30.",-0.6544913408152556
The earlier record was held by Manchester United which paid EUR 105 million for French Paul Pogba last summer.,"Aiempi ennätys oli hallussa, Manchester United maksoi 105 miljoonalla eurolla ranskalaiselle Paul Pogba viime kesänä.","Aiemmin ennätys oli Manchester Unitedilla, joka maksoi viime kesänä 105 miljoonaa euroa ranskalaisesta Paul Pogbasta.",0.7145399169591614
"In March, six Pacific nations - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands, and the Solomon Islands - urged the U.N. Human Rights Council to investigate the ""various and widespread violations"" in Papua, including the Paniai shooting.","Maaliskuussa kuusi Tyyne - Tonga, Nauru, Tuvalu, Palau, Marshallinsaaret, Salomonsaaret - kehotti YK:n ihmisoikeusneuvosto tutkii erilaisia rikkomuksia ""ja"" Papuassa myös Panii ampumalla.","Maaliskuussa kuusi Tyynenmeren valtiota – Tonga, Nauru, Palau, Tuvalu, Marshallinsaaret ja Salomonsaaret – kehottivat YK:n ihmisoikeusneuvostoa tutkimaan Papuan ”lukuisia ja laajalle levinneitä rikkomuksia”, myös Paniain ampumakohtausta.",0.9035160888188853
"Having data on employee engagement is important, according to workplace culture experts.","Työntekijöiden sitoutumista, on tietojen mukaan työpaikkakulttuurin asiantuntijoita.","Työpaikkakulttuurin asiantuntijoiden mukaan tieto työntekijöiden sitoutumisesta on tärkeää,",2.1018721274072925
"""Para-snowboarding has grown and evolved notably.","""Para - Lumilautailu on kasvanut ja kehittynyt erityisesti.",Koko paralumilautailu on kasvanut ja kehittynyt tosi paljon viime aikoina.,1.1729662160263266
West Virginia governor announces he's switching parties,Länsi - Virginian kuvernööri ilmoittaa vaihtavansa puoluetta on,Länsi-Virginian kuvernööri vaihtaa puoluetta,1.7377936566546757
"Others keep going, as El Manana of Nuevo Laredo did following the killing of its director in 2004.","Toiset pitää mennä, sillä El Manana Nuevo Laredo teki murhan jälkeen ja sen johtajaksi vuonna 2004.","Osa jatkaa toimintaansa, kuten Nuevo Laredon El Manana, vaikka sen johtaja murhattiin vuonna 2004.",-0.24194841292647074
"After working hours on Thursday afternoon, there were traffic jams of several kilometres on the northbound lane on the highway between Kuopio and Siilinjärvi.",Työajan jälkeen torstaina iltapäivällä ruuhkat olivat useita kilometrejä Northlane sitoo välisellä valtatiellä Kuopiossa ja Siilinjärvellä.,Kuopion ja Siilinjärven välisellä moottoritiellä pohjoiseen menevällä kaistalla on ollut torstai-iltapäivän töistä paluuliikenteen aikaan kilometrien ruuhkat.,-0.4977401804691647
"My guess is that he'll come at me hard in the first round, trying to knock me down.","Arvelisin, että hän tulee minua kovaa ensimmäisellä kierroksella yrittää tyrmää minut alas.","Veikkaan, että hän tulee ensimmäisessä erässä kovaa päälle ja yrittää viedä mattoon.",-0.3701652032706177
Kalle Kinnunen who writes a blog for Suomen Kuvalehti has already talked about products linked with the Unknown Soldier.,"Kalle Kinnunen, joka kirjoittaa blogia Suomen Kuvalehti on jo puhuttu tuotteita yhdistää Tuntematon sotilas.",Tuntematon-tuotteita ennätti jo perata Suomen Kuvalehden blogisti Kalle Kinnunen,0.1815407151727866
"According to Lullaby Trust, this low rate results from many reasons, such as the low number of teen rapes.","Mukaan Lullaby Trust, tämä pieni osuus johtuu monista syistä, kuten vähäinen määrä teini raiskaus.","Lullaby Trustin mukaan Suomen hyvä lukema on seurausta monista eri syistä, kuten vähäisestä teiniraskausten määrästä.",0.06006092389176146
"As a cultural artifact, it's both a sendup and embodiment of our Facebook-enabled era of permanent reminiscence.",Kulttuuriteon molemmat sendup ja ruumiillistumaksi meidän Facebook - aikakauden ansiosta pysyvästi mieleen.,"Kulttuurituotteena se on sekä parodia että kuvaus jatkuvasta muistelusta, johon olemme Facebook-aikakaudella jumittuneet.",-0.597598371005923
"In an artist statement written on the gallery's wall, Manning's super-sized signature below it (the ""i"" in her last name dotted with a heart), called for an end to the ""automatic factionalism that gender, race, sexuality, and culture have been the basis of.""","Taiteilija - lausunto kirjoitettu gallerian seinällä, Manning 's Super - allekirjoituksen alapuolelle ("" i ""viimeisessä nimitys dotted sydän), vaaditaan lopettamaan"" automaattinen factionettä sukupuoleen, rotuun, seksuaalisuus ja kulttuuri on perustunut "".","Gallerian seinällä on taiteilijan lausunto ja sen alla Manningin suuri nimikirjoitus, jossa sukunimen i:n pisteenä on sydän. Lausunnossaan taiteilija vaatii loppua ”automaattiselle jaottelulle, johon sukupuoli, rotu, seksuaalisuus ja kulttuuri ovat perustuneet”.",-0.14067064097988524
"""It's not that important,","""Se ei ole tärkeää,",Ei sillä ole niin iso merkitys.,-2.0457766233441115
"According to Tuovinen, such weather rarely generates lightning.",Tuovisen mukaan tällainen sää harvoin synnyttää salaman.,Sellaisissa Tuovisen mukaan ukkostaa vain harvakseltaan.,-0.5703758672390035
"""You have violations of civil rights that are happening to people.","""Sinulla on kansalaisoikeuksien loukkaukset, joita tapahtuu ihmisille.",”Ihmisten kansalaisoikeuksia loukataan.,-0.08420860537159451
Unrest in Venezuela has already gone on for months.,Venezuelan levottomuutta on jatkunut jo kuukausia.,Venezuelassa levottomuudet ovat jatkuneet jo kuukausia.,0.670503724759168
"""Obviously, I'm very proud of all the Scots who've made the team.","""Olen luonnollisesti hyvin ylpeä kaikista skotlantilaista who 've tehnyt joukkue.","”Olen tietenkin erittäin ylpeä kaikista skoteista, jotka pääsivät maajoukkueeseen.",-0.3692620379093259
"And she couldn't be visited and she couldn't be photographed at that time, so they reached out to Chelsea and asked if she'd be interested in having a DNA portrait made.","Ja hän voi käydä tutustumassa ja hän ei voinut olla kuvattiin tuolloin, joten he pääsivät ääneen Chelsea ja kysyi, voisiko hän saada dna - muotokuva tehtiin.","Manningin luona ei päässyt käymään eikä häntä voinut kuvata vankilassa. Niinpä lehti otti yhteyttä Chelseaan ja kysyi, kiinnostaisiko häntä tehdä Manningista DNA-muotokuva.",-0.9426459554381644
"They believe that when the dinosaur died, it fell into a river and was swept out to sea, where it sank on its back to the ocean floor.","He uskovat, että kun dinosaurus kuolee, se putosi jokeen ja oli pyyhkäissyt mereen, jonne se upposi mereen takaisin lattialle.","Tutkijat uskovat, että se putosi kuollessaan jokeen ja ajautui merelle, jossa se upposi selälleen merenpohjaan.",-0.628849206217328
"I don't mind low winds, as long as they stay the same.""","Minulla ei ole mitään heikkotuulista, kunhan pysyy samana "".","Pieni tuulikin käy, kunhan se on vakio.",-1.418748678937032
"The youngest members of the team, 17-year-old Rene Rinnekangas and Emmi Parkkisenniemi, are 14 years younger than Korpi.","Nuorin joukkueen jäsentä, 17-vuotias Rene Rinnekangas ja Emmi Parkkisenniemi, on 14 vuotta nuorempi Korpi.","Joukkueen kuopukset, 17-vuotiaat Rene Rinnekangas ja Emmi Parkkisenniemi, ovat Korpea 14 vuotta nuorempia.",1.595481031660269
"The sun was shining and the young students were training how to float with pool noodles, some even without them.","Aurinko paistoi ja nuoret opiskelijat harjoittelivat kellumaan altaaseen kanssa noodles, osa jopa ilman niitä.","Aurinko paistoi ja nuoret uimakoululaiset treenasivat pinnalla pysymistä uintipötkylöitten kanssa, joku jo ilmankin.",-0.3803674341132339
"Of the listed persons, 130 come from Iraq, but there are also six Europeans","Lueteltujen henkilöiden, 130 kotoisin Irakista, mutta on myös kuusi eurooppalaista","Listassa mainituista henkilöistä yli 130 on irakilaisia, mutta mukana on myös kuusi eurooppalaista.",0.32118923276691314
It's no surprise that the people most likely to haul contraband past security - knowingly or unknowingly - were those who fly the most.,"Ei ole yllätys, että todennäköisimmin matkan aiemmin salakuljetettuja turvallisuus - tietoisesti tai tietämättään - olivat ne, jotka lensivät eniten.","Ei ole yllättävää, että eniten matkustavat vievät myös salakuljetustavaroita todennäköisimmin ohi turvatarkastuksen – tietoisesti tai tietämättään.",0.38344555854415513
Lampenius has talked openly about her earlier eating disorders.,Lampenius on puhunut avoimesti syömishäiriöstään aiemmin.,Lampenius on puhunut avoimesti aiempien vuosien syömishäriöistään.,1.3107821272732334
Markets are currently forecasting the first rise in the third quarter of next year and another in 2020.,Ensimmäinen on tällä hetkellä markkinoiden ennustetaan kasvavan ensi vuoden kolmannella neljänneksellä ja toinen vuonna 2020.,Markkinat ennustavat tällä hetkellä ensimmäistä korotusta vuoden 2018 kolmannella neljänneksellä ja toista vuonna 2020.,0.7977808055283335
"But on this day, in the shadow of their own tragedy, they've come together to talk about security.","Mutta tänä päivänä varjossa omat murheensa, he kokoontuvat keskustelemaan turvallisuudesta.",Tänään keskustellaan kuitenkin turvallisuudesta äskettäisen tragedian vuoksi.,-0.5176686484754925
"The airliner remained within US borders at all times,","Airliner pysyi Yhdysvaltojen rajojen sisällä,",Lento pysytteli koko matkan ajan Yhdysvaltain rajojen sisällä.,0.08101040256265357
Itsensäpaljastelija at Mikä? Theatre in Kouvola on 4 August at 7 pm and on 5 August at 2 pm and 7 pm.,Itsensäpaljastelija - Mikä? Teatterissa Kouvolassa 4. elokuuta klo 19.00 ja 5. elokuuta kello 14.00 ja 19.00.,Itsensäpaljastelija Kouvolan Mikä?-teatterissa 4.8. kello 19 ja 5.8. kello 14 ja 19.,0.2517506542333179
Pruitt presented the change as his agency being more responsive than past administrations to the needs of state environmental regulators.,Pruitt esitti muutoksia hänen vuokratulla herkemmin kuin aiemmin on valtionhallinnon ympäristöviranomaisia.,"Pruittin mukaan muutos osoittaa, että hänen johtamansa virasto ottaa aiempia hallintoja paremmin huomioon osavaltioiden ympäristöasioista vastaavien päätöksentekijöiden tarpeet.",-1.1745921911650157
"A reporter learned from public records that the restaurant was registered under the name of a politician belonging to the ruling Institutional Revolution Party, or PRI, which dominated all levels of politics for nearly all of the last century.","Eräs toimittaja tietää julkisista rekistereistä, että ravintola oli rekisteröity nimellä poliitikot kuuluvat valtapuolueen, institutionaalisen vallankumouksen tai pri, joka hallitsi kaikki politiikan taso on lähes koko viime vuosisadan.","Toimittaja sai selville julkisista asiakirjoista, että ravintola oli rekisteröity valtaapitävään institutionaaliseen vallankumouspuolueeseen (PRI) kuuluvan poliitikon nimiin. PRI on hallinnut Meksikon politiikkaa kaikilla tasoilla jo lähes vuosisadan.",0.3293524950814139
"""So tomorrow, I will be changing my registration to Republican,"" Justice added.","""Niin huomenna aion muuttaa rekisteröi republikaani"", tuomioistuin lisäsi.","”Huomenna rekisteröidyn republikaanisen puolueen jäseneksi”, Justice lisäsi.",-0.34380370063653337
"He's alarmed, confused.","Hän on hädissään, hämillään.",Hän on hämillään.,0.6712601794885119
"""If woman (sic) can have a vibrator, why can't men have a Roxxxy?"" the website states.","""Jos nainen (sic) voi olla vibraattori, miksei miehillä on Roxxxy?"" - sivuilta.",”Naisilla on vibraattori. Miksei miehillä saisi olla seksirobottia?”,-0.4393113775618581
"According to Phelim Kine, Deputy Asia Director of Human Rights Watch, Jokowi's election campaign pledges to lift reporting restrictions to boost transparency and development have not been realized.","Mukaan Phelim Kine, apulaisjohtaja Human Rights Watchin Aasian, Jokowi vaalikampanjan lupaa poistaa rajoitukset lisäävät avoimuutta ja raportoinnin kehittäminen ei toteutunut.",Human Rights Watch -järjestön Aasian apulaisjohtajan Phelim Kinen mukaan Jokowi ei ole pitänyt vaalilupauksiaan. Hän ei ole lisännyt läpinäkyvyyttä eikä edistänyt kehitystä poistamalla uutisoinnin rajoituksia.,-0.28882673518490964
She knows what each of us eats.,"Hän tietää, mitä kukin meistä syö.","Hän tietää, mitä ruokaa kukin syö.",0.6456940931554018
Politico reports that the new White House chief of staff plans to restrict the flow of information to President Trump - including news media reports - in the hope of keeping the boss on a more even keel.,"Politico kertoo, että uusi Valkoisen talon henkilöstöpäällikkö aikoo rajoittaa tiedonkulkua presidentti Trump - myös uutisvälineet kertovat - siinä toivossa, että pomo on tasaisempi.","Poltico-lehden mukaan Valkoisen talon uusi henkilöstöpäällikkö aikoo rajoittaa presidentti Trumpin mediankäyttöä ja uutisten seurantaa, jotta pomo ei joutuisi niin usein vaikeuksiin.",0.2016808697712353
But death was nothing new for her and her community.,Mutta kuolema ei ollut mitään uutta hänen ja hänen yhteisöä.,Mutta kuolema ei ollut mitään uutta hänelle ja hänen yhteisölleen.,2.767477552264788
"There is no respite from the violence, and as bodies pile up across the country, more and more of them are journalists: at least 25 since President Enrique Pena Nieto took office in December 2012, according to the Committee to Protect Journalists; 589 under federal protection after attacks and threats; and so far this year, at least seven dead in seven states.","Ei ole hengähdystauon väkivaltaa ja ruumiita kasattua ympäri maata, yhä useampi heistä on toimittajia: Vähintään 25 presidentti Enrique Pena Nieto aloitti tehtävässään joulukuussa 2012 mukaan Committee to Protect Journalists, 589 jälkeen liittovaltion alla suojauksista ja uhkauksista, ja tänä vuonna jo ainakin seitsemän kuollutta seitsemässä osavaltiossa.","Väkivalta on taukoamatonta, ja yhä useammin iskujen kohteina ovat toimittajat. Toimittajien suojelukomitean mukaan ainakin 25 toimittajaa on murhattu sen jälkeen, kun presidentti Enrique Peña Nieto astui virkaan joulukuussa 2012. Liittovaltion suojeluksessa on 589 hyökkäysten ja uhkausten kohteeksi joutunutta toimittajaa. Kuluvana vuonna on murhattu ainakin seitsemän toimittajaa seitsemässä osavaltiossa.",-0.10820960193754599
"""There's a unifying story in that we are a Finnish company and these are Finnish products"", Määttä says.","""On yhdistävä juttu, sillä meillä on suomalainen yritys ja nämä ovat suomalaisia tuotteita"", Määttä kertoo.","Kyllä tässä on semmoinen yhdistävä tarina, että me olemme suomalainen toimija ja nämä ovat suomalaisia tuotteita, Määttä sanoo.",0.5785846822637352
"""The splits proposed by Colin left him with what I considered to be the best properties,"" he wrote in an initial court affidavit in 2015.","""Ehdottamilleen Colin jättänyt häneen mitä katsoin parhaat ominaisuudet"", hän kirjoitti ensimmäisen vi affidavit vuonna 2015.","”Mielestäni Colin jätti ehdotuksessaan parhaat kiinteistöt itselleen”, Paul kirjoitti ensimmäisessä valaehtoisessa todistuksessaan oikeudelle vuonna 2015.",-0.4701223127883
British inventor microchips himself to get into house and car with a wave of hand,Brittikeksijä mikrosirut itse päästä talon ja auton sijaan Aallon kanssa,Brittiläinen keksijä mikrosirutti itsensä päästäkseen kotiinsa ja autoonsa käden heilautuksella,-0.3759096566583771
Kristiina Mäkelä may have to compete without hearing the advice of her coach.,Kristiina Mäkelä voi joutua kilpailemaan myös valmentajansa neuvoja.,Kristiina Mäkelä saattaa joutua kilpailemaan ilman valmentajansa neuvoja.,2.0801632496100804
"One person died and 17 others were wounded, including children, during a confrontation between villagers and the manager of a construction company who refused to help transport an unconscious man to hospital.","Yksi ihminen kuoli ja 17 haavoittui, mukaan lukien lapsia, kyläläisten välinen vastakkainasettelu ja hoitajan rakennusyhtiö, joka kieltäytyi autajuttoman miehen sairaalaan.","Yksi kuoli ja 17 loukkaantui kyläläisten ja rakennusyhtiön johtajan välisessä selkkauksessa, joka sai alkunsa, kun johtaja kieltäytyi viemästä tajunsa menettänyttä miestä sairaalaan. Loukkaantuneiden joukossa oli myös lapsia.",-0.4942352969700332
There are not many sports above ground Kemijärvi-based Lahtela has not tried at least once.,Ei ole montaa urheilukentän yläpuolella Kemijärvi - Lahtela ei ole kokeillut ainakin kerran.,"Maan päällä ei liene montaakaan liikuntamuotoa, jota kemijärveläinen ei olisi ainakin kertaalleen kokeillut.",-0.8295751776685371
"For him, the reenactment serves as a dramatic call to action and an annual reminder to the Monroe community that an injustice has never been corrected.","Hänelle, Reinon huima ja kutsuu vuosittain muistutuksen Monroe yhteisöä, että vääryyttä on koskaan korjattu.","Hänelle uudelleenlavastus on hätkähdyttävä kutsu toimintaan. Se myös muistuttaa Monroen asukkaita siitä, että vääryyttä ei ole koskaan korjattu.",-0.23365229898515952
And the bacterium needs tryptophan - one of the building blocks of proteins - to trigger the cells' appearance.,"Ja bakteeri tarvitsee tryptophan - yksi proteiinien rakennuspalikoita - käynnistää solujen ""ulkonäöstä.","Kyseinen bakteeri tarvitsee tryptofaania, jotta immuunisoluja alkaa ilmaantua. Tryptofaani on yksi proteiinien rakennusaineista.",0.3312342571354677
"The documents say Cornell-Duranleau, 26, died after being stabbed multiple times.","Asiakirjat kertovat Cornell - Duraneau, 26, kuoli puukotettiin useita kertoja.","Asiakirjojen mukaan Cornell-Duranleau, 26, kuoli sen jälkeen, kun häntä oli puukotettu useita kertoja.",0.7514250020449053
I'm sure my values come through from the show.,Olen varma kautta arvot kertovat.,Oma arvomaailmani varmasti välittyy esityksestä.,-1.6069600625833278
"According to CEO Matti Lievonen, the company reached good results in oil products, the sales volumes of renewable products were record high and the net sales of the Marketing & Services segment developed positively.","Mukaan toimitusjohtaja Matti Lievonen, yhtiö saavutti hyviä tuloksia öljytuotteiden myyntimäärät olivat ennätyskorkea uusiutuvien tuotteiden myynti ja verkkomarkkinointi & palvelut segmentin kehittyvän myönteisesti.","Toimitusjohtaja Matti Lievosen mukaan yhtiö teki hyvän tuloksen öljytuotteissa, uusiutuvien tuotteiden myyntimäärät nousivat ennätystasolle ja Marketing & Services -segmentin liikevoiton kehitys oli oikean suuntainen.",0.46160773501909386
"'If you just squint your eyes a bit, you could almost believe it was sleeping,' said lead author Caleb Brown, a scientist at the Royal Tyrrell Museum where the creature is on display.","'Jos vain squint silmäsi hieman, voi melkein uskoa sitä oli nukkumassa "", sanoo johtaa kirjailija Caleb Brown, tiedemies Royal Tyrrell Museum, jossa on näytteillä luomus.","”Jos siristää silmiä, voi melkein uskoa, että se oli nukkumassa”, sanoo tiedekirjoittaja Caleb Brown, joka työskentelee tutkijana Tyrrellin kuninkaallisessa museossa.",-0.31250125014045105
"Garcia said the focus was to show punching strength, then box.","Garcia kertoi keskityttiin näyttää voimaa, joka laatikkoon.",Garcia sanoi keskittyneensä ensin iskuvoiman näyttämiseen ja sitten nyrkkeilyyn.,-1.1024695857721434
"In practice, traffic proceeded at a walking pace on Thursday afternoon, also in areas with a speed limit of 50 km/h.","Käytännössä liikenne eteni kävelyvauhdilla torstaina iltapäivällä myös alueilla, joissa nopeusrajoitus 50 km/h.",50 kilometrin rajoitusalueellakin liikenne oli edennyt torstai-iltapäivällä paikoin kuitenkin käytännössä kävelyvauhtia.,-0.23938916962981083
"I was the daughter of a dressmaker. My mother also had her own shop, and I used to work as a model for her"", Oranen remembers.","Olin tyttären dressmaker. Äitini oli myös omaan kauppaan, ja käytin mallintöitä "", Oranen muistaa.","Olin itse ompelijan tytär, äidilläni oli myös vaatetusliike ja toimin joskus mannekiinina, Oranen muistelee.",-0.9405117934559031
Maybe John F. Kelly can actually do it.,Ehkä John F. Kelly voi itse tehdä sen.,Ehkä John F. Kelly vihdoin onnistuu.,0.6036017432752522
"""I wouldn't like to blame the track, but it's inconceivable that I couldn't even get my shorter poles working properly"", Nikkanen said after her competition in Innsbruck.","""En halua syyttää, mutta se on käsittämätöntä, että en pääse edes lyheni pelikunnossa"", Nikkanen sanoi kilpailun jälkeen Innsbruckissa.","En haluaisi syyttää rataa, mutta oli käsittämätöntä, etten saanut edes pieniä seipäitä kunnolla liikkumaan, Nikkanen sanoi Innsbruckin kisan jälkeen.",0.11812318334190536
"During the current three-year FFP assessment period that runs through 2018, clubs can incur losses of 30 million euros.","Kolmen vuoden aikana FFP:n arviointijakso, joka kulkee läpi 2018, seura voi tappioita on 30 miljoonaa euroa.",Reilun pelin taloussääntöjen nykyinen kolmivuotinen arviointijakso kestää vuoteen 2018 saakka. Sen aikana seurat saavat tehdä enintään 30 miljoonaa euroa tappiota.,-0.41054337052142903
Long-time heavyweight champion in professional boxing Wladimir Klitschko retires.,Pitkäaikainen raskaan sarjan ammattinyrkkeilymestari Wladimir Klitschko jää eläkkeelle.,Ammattinyrkkeilyn pitkäaikainen raskaan sarjan maailmanmestari Vladimir Klitshko lopettaa uransa.,1.0155463967504659
